,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
291,ASD,216847680.0,0.3283,660615300.0,2042318.0,-0.0033000002,-0.19629999,-0.22399999
292,WNCG,214909040.0,1.79,119794310.0,21111028.0,-0.026199998,-0.3507,-0.3168
293,LYXe,214835490.0,14.28,15045916.0,5254373.0,-0.020299999,-0.1943,-0.33310002
294,ELF,212871860.0,0.391,544480200.0,75706936.0,-0.0019,-0.2989,-0.2805
295,SOV,212014320.0,10.91,19436268.0,955779.0,0.0113,-0.23629999,-0.2483
296,TOMO,212011000.0,2.44,86976020.0,38135252.0,0.0039,-0.2181,-0.22719999
297,AKT,210467330.0,1.85,113861304.0,4217787.0,-0.0078,-0.18030001,-0.1859
298,PROM,209985730.0,12.77,16450000.0,24252288.0,0.0011,-0.2696,-0.21090001
299,HXRO,209780540.0,0.5366,390908450.0,949523.0,-0.0023,-0.075,0.1725
300,EFI,209176580.0,1.23,169857490.0,24549360.0,0.0027,-0.24200001,-0.39270002
301,BAND,208720140.0,5.93,35191820.0,101731470.0,0.0046,-0.27719998,-0.35599998
302,POWR,208339330.0,0.4498,463136100.0,57196404.0,-0.0119,-0.2547,-0.3195
303,GXC,207268780.0,2.76,75000000.0,509472800.0,0.0150999995,-0.4106,3.7169
304,ORN,205093780.0,6.37,32195000.0,17613790.0,-0.0022,-0.1906,-0.1657
305,RFOX,204573950.0,0.1559,1312000800.0,15004806.0,-0.0248,-0.3107,-0.52459997
306,DAG,204511440.0,0.1614,1266911900.0,3171154.0,0.0034999999,-0.1594,-0.122
307,BABY,204379330.0,1.73,118287440.0,31603408.0,0.0058,-0.1182,0.4363
308,ETN,199859040.0,0.01116,17907976000.0,1367499.0,-0.0113,-0.153,-0.222
309,ORBS,198936370.0,0.08921,2229950500.0,21381488.0,-0.01,-0.24379998,-0.2579
310,vBTC,196104540.0,952.72,205836.0,,-0.0063,-0.1722,-0.1416
311,SFP,196103650.0,1.81,108166664.0,147373570.0,0.0077,-0.23030001,-0.17860001
312,ABBC,195194720.0,0.2122,919839900.0,63234870.0,-0.0044,-0.125,-0.1883
313,STRAX,192911060.0,1.47,131451990.0,22513736.0,-0.0011999999,-0.28190002,-0.2735
314,ERG,192421630.0,6.01,32012428.0,5074666.0,0.001,-0.16239999,-0.155
315,GAFI,192318750.0,192.69,998099.0,5817205.0,-0.0135,-0.0325,-0.3102
316,ARK,188635230.0,1.41,133544920.0,25328778.0,-0.0097,-0.28079998,-0.33009997
317,GHST,188085840.0,2.57,73130056.0,90659010.0,-0.0014,-0.085,-0.103199996
318,XAUT,187731890.0,1778.62,105549.0,4613671.0,-0.003,-0.0058999998,-0.0104
319,STEEM,187182700.0,0.4739,394951700.0,67197810.0,0.0014,-0.2518,-0.32799998
320,SSX,186429870.0,0.07358,2533621800.0,78178184.0,-0.0002,-0.25059998,-0.31280002
321,REP,186488290.0,16.95,11000000.0,32767624.0,-0.0058,-0.2323,-0.2236
322,MAID,184789330.0,0.4083,452552420.0,815180.0,-0.0028,-0.2,-0.1512
323,DAWN,182966860.0,2.56,71558060.0,24652816.0,1e-04,-0.1847,-0.1902
324,C20,181760160.0,4.55,39985668.0,8384.0,-0.001,-0.1427,-0.0695
325,BNX,180303780.0,89.13,2022898.0,63147130.0,0.010199999,-0.2078,-0.42720002
326,TRU,180359220.0,0.3285,548956200.0,22552232.0,0.0068,-0.303,-0.29729998
327,EVER,179809300.0,0.2445,735353900.0,2815321.0,-0.0215,-0.067,-0.0574
328,MIR,177912690.0,2.29,77742680.0,66578980.0,-0.0008,-0.1656,-0.15640001
329,DERC,175897840.0,4.77,36900000.0,12583683.0,0.0125,-0.21260001,-0.3346
330,VRA,174720670.0,0.03909,4470185500.0,93105300.0,-0.0167,-0.2814,-0.35599998
331,EPS,173960860.0,0.3501,496819680.0,46812524.0,-0.00090000004,-0.2384,-0.2583
332,AGIX,173661840.0,0.1988,873749700.0,7169837.0,-0.0335,-0.2013,-0.0842
333,MVL,173401650.0,0.01303,13304673000.0,17390070.0,0.0,-0.2342,-0.23969999
334,POLIS,172086500.0,7.97,21600000.0,47587332.0,-0.0023,-0.2898,-0.0785
335,BLCT,171671380.0,4.52,38000000.0,76207.0,-0.0023,-0.0058,-0.0088
336,CFG,170567460.0,1.27,134371920.0,1617450.0,-0.0097,-0.1095,-0.15529999
337,BADGER,170399330.0,15.26,11169393.0,30922716.0,-0.0066000004,-0.2566,-0.4096
338,GTC,165557870.0,11.66,14198202.0,69153780.0,0.0031,-0.21370001,-0.5073
339,QRDO,165469260.0,4.99,33159932.0,42131424.0,-0.0014,-0.2863,-0.22
340,ZNN,164950340.0,26.06,6330750.0,999830.0,-0.0034,-0.21030001,-0.22559999
341,HNS,164830200.0,0.3705,444854100.0,1767369.0,-0.0254,-0.21700001,-0.048499998
342,UQC,164062380.0,16.41,10000000.0,6606278.0,0.00090000004,-0.1468,-0.1376
343,FUN,163227870.0,0.01485,10994873000.0,15381798.0,-0.0042,-0.2074,-0.2544
344,XSGD,163077970.0,0.7301,223367380.0,6562393.0,0.0008,-0.0050999997,-0.0007
345,SWAP,162636770.0,1.67,97240170.0,4312526.0,0.0026,-0.186,-0.096
346,BSCPAD,162670180.0,2.05,79211624.0,8544926.0,-0.007900001,-0.074200004,0.0117999995
347,RIF,162544140.0,0.204,796820030.0,6464021.0,-0.0198,-0.2083,-0.1702
348,MOF,162286320.0,1.86,87224000.0,57950.0,0.0054,-0.18280001,-0.1554
349,vETH,161968590.0,79.63,2033994.0,,0.00029999999,-0.1488,-0.0521
350,TVK,161609570.0,0.2657,608331970.0,38777504.0,-0.0023999999,-0.2838,-0.3836
351,NOIA,161200000.0,0.3213,501681700.0,2648627.0,-0.001,-0.1097,-0.0872
352,QKC,161205890.0,0.02519,6399906300.0,51105204.0,0.0094,-0.2342,-0.26549998
353,DERO,161253060.0,14.61,11035506.0,1307216.0,-0.0145000005,-0.1849,-0.2516
354,SLIM,160656380.0,2.92,55000000.0,5928912.0,-0.0039,-0.19549999,0.1204
355,KP3R,159826430.0,799.13,200001.0,29272860.0,-0.0057,-0.2234,-0.2518
356,SNL,159317900.0,0.2348,678663000.0,673997.0,-0.0015,-0.15560001,-0.059499998
357,IDEX,159208400.0,0.2643,602304700.0,51003450.0,-0.0069999998,-0.2455,-0.2787
358,LINA,159169900.0,0.03976,4003665200.0,92336610.0,-0.004,-0.3275,-0.2731
359,MLN,156333540.0,87.2,1792738.0,26764748.0,-0.001,-0.14819999,-0.1666
360,DEP,154431330.0,0.04641,3327572200.0,14702631.0,-0.0463,-0.1859,-0.105500005
361,TKO,155761180.0,1.44,108500000.0,39845504.0,0.0119,-0.1839,-0.1086
362,RKN,155267000.0,0.6393,242857140.0,454456.0,0.0,-0.1526,-0.0552
363,ANT,155206930.0,3.92,39609524.0,57547270.0,-0.0028,-0.2798,-0.47509998
364,MLK,155530260.0,1.99,78160820.0,718540600.0,0.0152,-0.0228,0.2432
365,SAMO,154226370.0,0.05651,2728946700.0,11449931.0,-0.0074,-0.16350001,-0.16520001
366,PEAK,152141620.0,0.1403,1084145000.0,461632.0,-0.0053,-0.082399994,-0.11359999
367,DG,151575660.0,437.2,346695.0,2558823.0,-0.0002,-0.22379999,-0.2625
368,LCX,151250800.0,0.204,741597100.0,7828622.0,-0.0047,-0.2451,-0.1372
369,META,150613090.0,0.1209,1245430300.0,59916676.0,0.012,-0.2608,-0.1495
370,COS,147536210.0,0.04044,3647850500.0,1174081300.0,-0.0137,0.39270002,0.9363
371,MTL,145803920.0,2.19,66588890.0,35607560.0,-0.010199999,-0.2959,-0.2906
372,API3,145500110.0,3.94,36907810.0,13891269.0,0.0047999998,-0.1451,-0.17860001
373,XPR,145522860.0,0.01724,8441459000.0,9825460.0,-0.0072000003,-0.2158,-0.27040002
374,DPI,144089340.0,257.77,558983.0,6787815.0,-0.0055,-0.2219,-0.2292
375,WAN,142205890.0,0.738,192685330.0,14101010.0,-0.0114,-0.2618,-0.19790001
376,TITAN,141841500.0,2.66,53404160.0,331577.0,-0.014199999,-0.18540001,-0.29799998
377,KIN,140450320.0,8.414e-05,1669147500000.0,15444687.0,0.0168,-0.17559999,0.0679
378,UTK,140812720.0,0.3129,450000000.0,78653840.0,0.0026,-0.19559999,-0.1608
379,STPT,139756240.0,0.106,1318893200.0,59425216.0,-0.0066000004,-0.2878,-0.3047
380,DPR,139417090.0,0.1345,1036755650.0,3999862.0,0.023699999,-0.082399994,-0.1288
381,MNW,138282480.0,2.93,47180016.0,2218778.0,0.0188,-0.105900005,-0.0908
382,AIOZ,137944660.0,0.6812,202505970.0,5426618.0,-0.0054,-0.2474,-0.3463
383,IQ,136049580.0,0.01358,10021453000.0,32792964.0,-0.0032,-0.2895,-0.2074
384,ZB,135432260.0,0.2923,463288800.0,6089460.0,-0.0015,-0.1249,-0.126
385,SUSD,133333624.0,0.9992,133438184.0,11686764.0,-0.0014,0.0004,-0.0034999999
386,PHA,133307304.0,0.4901,272000000.0,34439776.0,-0.011,-0.23030001,-0.3215
387,USDX,132346936.0,0.9119,145128600.0,578188.0,0.0007,-0.075100005,-0.078
388,POA,131898040.0,0.4481,294379420.0,29.0,0.0219,-0.17469999,-0.1469
389,SAFE,129682660.0,6.22,20835500.0,,-0.0015,-0.2224,0.2367
390,BOSON,129309210.0,2.06,62632296.0,11243499.0,0.0278,-0.2297,-0.3085
391,ERN,129267300.0,10.2,12676155.0,28377204.0,-1e-04,-0.19459999,-0.2916
392,SLP,129198990.0,0.04097,3153533400.0,314155780.0,-0.013300001,-0.2688,-0.3179
393,TROY,128575090.0,0.01444,8905660000.0,139657440.0,-0.0732,0.081099994,0.0708
394,DAD,128510140.0,0.2699,476158720.0,193479440.0,0.060599998,0.135,0.3676
395,DDX,127744970.0,4.9,26094664.0,2684975.0,-0.0074,-0.19600001,-0.0498
396,ATA,127171976.0,0.7383,172252000.0,43094136.0,0.0053,-0.3241,-0.42560002
397,METIS,127136970.0,67.59,1881128.0,5899525.0,-0.024500001,-0.24430001,-0.36380002
398,RARE,126973170.0,1.25,101756220.0,26339932.0,-0.0064,-0.2692,-0.2483
399,ALBT,126389176.0,0.5425,232955780.0,5351916.0,-0.0050999997,-0.18059999,-0.2612
400,BSW,125741220.0,0.8953,140442510.0,542846.0,-0.0094,-0.14930001,-0.31440002
401,ARPA,124892900.0,0.1106,1129168000.0,107144720.0,-0.0058999998,-0.2482,-0.29479998
402,DFA,123407820.0,2.37,52083332.0,15361712.0,-0.0043,-0.1232,0.2871
403,WHALE,124366090.0,18.01,6905590.0,3139616.0,-0.0066000004,-0.028399998,0.0358
404,DKA,123833340.0,0.1217,1017709400.0,32330700.0,-0.0069,-0.2172,-0.20629999
405,RBTC,122894000.0,47073.6,2611.0,106781.0,-0.0068,-0.175,-0.1454
406,AGLD,117678780.0,1.68,70170000.0,42959104.0,-0.0004,-0.278,-0.29610002
407,KMD,117141896.0,0.9075,129080296.0,23429192.0,0.010199999,-0.22379999,-0.1524
408,DFL,117064700.0,0.1997,586335000.0,14099455.0,0.0027,-0.21190001,-0.4268
409,BTS,115126430.0,0.03844,2994580000.0,61532692.0,0.0038,-0.2849,-0.2138
410,CLV,114923490.0,0.8924,128777780.0,37252520.0,0.02,-0.2075,-0.2349
411,MXC,114589300.0,0.04337,2642132500.0,12137713.0,0.0099,-0.1711,-0.102299996
412,BOND,113516050.0,22.42,5062733.0,24987748.0,-0.0228,-0.1109,-0.1467
413,IRIS,113452216.0,0.09717,1167547600.0,28985410.0,0.0002,-0.2521,-0.2082
414,TABOO,112931720.0,0.01154,9782679000.0,4664759.0,0.0219,-0.18090001,-0.462
415,KLV,112178210.0,0.03302,3397615900.0,2977277.0,0.0015,-0.1633,-0.1574
416,CUSD,111979410.0,0.9894,113175120.0,3622448.0,-0.0018000001,-0.0023999999,-0.0014
417,SPS,111926950.0,0.3434,325944200.0,3527089.0,0.0023999999,-0.1702,-0.2601
418,IDIA,111629830.0,2.48,45000000.0,4365431.0,-0.0033000002,-0.14140001,-0.1873
419,STRK,111144470.0,36.6,3037025.0,8124844.0,0.0007,-0.22620001,-0.22129999
420,EURS,111560820.0,1.13,98825940.0,6441480.0,0.0066000004,-0.0034999999,0.0005
421,aEth,110445464.0,3765.61,29330.0,,-0.0023,-0.1456,-0.052600004
422,DODO,110266460.0,0.9974,110551970.0,72458776.0,-0.0067000003,-0.3001,-0.2649
423,BAL,109529680.0,15.77,6943831.0,81908344.0,-0.0011,-0.2387,-0.2345
424,HOGE,109251304.0,0.0002715,402463030000.0,2028008.0,-0.040799998,-0.3813,0.024500001
425,FORTH,108825460.0,11.4,9547086.0,19789208.0,-0.00029999999,-0.1911,-0.2086
426,XHV,108733064.0,6.97,15589286.0,3036855.0,-0.0317,-0.2229,-0.32919997
427,LIT,107705016.0,3.47,31014048.0,61445656.0,0.0016,-0.3316,-0.3973
428,BNANA,107454630.0,3.39,31727388.0,949416.0,0.0222,-0.14060001,-0.0397
429,VVS,106935540.0,0.0001191,897706200000.0,35556536.0,-0.0115,-0.17379999,-0.1088
430,CTXC,106663600.0,0.5697,187230300.0,984677400.0,-0.056500003,-0.4652,1.4924
431,SDN,106428600.0,1.97,54113852.0,11432059.0,0.0307,-0.2448,-0.0837
432,LTO,105574870.0,0.3554,297071780.0,32631080.0,-0.0018000001,-0.2705,-0.3018
433,DATA,105465470.0,0.1375,767121860.0,32538040.0,-0.0155,-0.17879999,-0.1034
434,CORE,104441330.0,10444.13,10000.0,134422.0,0.0002,-0.1849,-0.0648
435,YFII,103715890.0,2687.22,38596.0,46010744.0,-0.0018000001,-0.2296,-0.2373
436,SSV,103808690.0,10.38,10000000.0,4149077.0,0.0421,-0.2092,-0.1749
437,CYCLUB,103307780.0,0.1798,574716700.0,68959070.0,0.0022,-0.2032,-0.3771
438,DVPN,102610880.0,0.01742,5890471000.0,3132195.0,-0.0124,-0.21290001,-0.1915
439,STT,101809180.0,4.53,22485624.0,2432041.0,-0.0046,-0.085200004,0.052399997
440,vUSDC,100946700.0,0.02116,4771015000.0,,0.00059999997,-0.00059999997,0.0034
441,OXY,100335976.0,1.56,64265812.0,1766535.0,-0.0042,-0.1396,-0.17899999
442,BIOT,100903610.0,0.05749,1755103500.0,11380122.0,-0.031,-0.1512,-0.2932
443,LGCY,100191256.0,0.00788,12713926000.0,351123.0,0.0119,-0.1104,-0.0366
444,WNXM,99615430.0,59.4,1676964.0,10757797.0,-0.0005,-0.2101,-0.1894
445,BANANA,97360120.0,1.22,79999416.0,3439188.0,0.0007,-0.1363,-0.1177
446,BZRX,97236920.0,0.2687,361933300.0,103569890.0,0.0,-0.3095,-0.0475
447,AVA,97099790.0,1.88,51548090.0,15410717.0,-0.0045,-0.1992,-0.2737
448,MSOL,97161350.0,195.1,498000.0,216833740.0,-0.0076,-0.19510001,-0.0304
449,GODS,97158020.0,4.11,23660714.0,26624252.0,-0.0149,-0.2982,-0.2011
450,PRE,97065690.0,0.2448,396578430.0,3832053.0,-0.0367,-0.2595,0.0256
451,MFT,96816320.0,0.009682,10000000000.0,41521400.0,-0.0037,-0.2724,-0.32779998
452,URUS,96633450.0,185.15,521929.0,1103870.0,-0.00090000004,-0.1719,-0.0427
453,FSN,96360880.0,1.37,70280800.0,20831392.0,0.1301,0.0011999999,1.0243
454,HUNT,96216860.0,0.8719,110357400.0,89845930.0,-0.0189,-0.23959999,-0.3095
455,GLCH,96054820.0,1.21,79282950.0,5223147.0,0.0253,-0.2908,-0.22399999
456,CTK,95779280.0,1.6,59980604.0,49424724.0,-0.0042,-0.2911,-0.065799996
457,MONA,95570210.0,1.45,65729676.0,5100390.0,-0.0055,-0.1453,-0.14819999
458,RAMP,95184450.0,0.2345,405881100.0,31122616.0,-0.0047,-0.1999,-0.2738
459,COCOS,95116560.0,2.26,42015868.0,60936076.0,-0.0137,-0.2725,-0.3766
460,FIO,94633304.0,0.2562,369321300.0,427525100.0,-0.0116,0.18010001,0.26209998
461,TT,94446620.0,0.01155,8180337000.0,54882544.0,0.0064,-0.3159,-0.24
462,SHFT,94476200.0,0.6635,142380690.0,637490.0,-0.002,-0.0625,-0.0625
463,DNT,94322150.0,0.1572,600000000.0,26813756.0,-0.0018000001,-0.1856,-0.13069999
464,RARI,93633120.0,17.42,5373608.0,11336353.0,-0.0117999995,-0.19590001,-0.0139
465,XAS,93374610.0,1.0,93355330.0,,-0.0004,-0.00059999997,0.0
466,BIFI,93078856.0,1292.76,72000.0,5580525.0,0.0017,-0.1603,0.0211
467,CUDOS,91008610.0,0.04165,2185319400.0,2683323.0,-0.0004,-0.11399999,-0.1513
468,STAKE,90957690.0,12.24,7430732.0,8974674.0,-0.004,-0.1171,0.0535
469,NWC,90520850.0,0.6019,150400830.0,4341584.0,0.0249,-0.2,-0.113299996
470,CHESS,90387420.0,1.88,48045630.0,54514970.0,-0.0069,-0.2473,-0.3406
471,VAI,89715440.0,0.9138,98176776.0,2151256.0,-0.0023,0.0113,0.0121
472,ZKS,89616200.0,0.4539,197440000.0,14903685.0,-0.028099999,-0.225,-0.3174
473,LQTY,88773176.0,6.73,13181063.0,1247436.0,-0.014199999,-0.1511,-0.2561
474,WTC,88647230.0,1.13,78277896.0,97703250.0,0.0504,-0.31870002,0.105
475,BP,88626220.0,11.93,7427778.0,2410724.0,-0.0099,-0.1526,0.17909999
476,DIA,88305740.0,1.56,56634600.0,42543068.0,-0.0224,-0.2224,-0.2351
477,CRE,88436170.0,0.0101,8757962000.0,94101200.0,-0.0046,-0.2869,-0.3417
478,TPT,88261340.0,0.02546,3466457300.0,1768149.0,-0.0061000003,-0.1842,-0.0054
479,LOOM,88154050.0,0.08815,1000000000.0,29126436.0,-0.0064999997,-0.26700002,-0.3081
480,TNC,88144260.0,0.01506,5851183000.0,6048575.0,-0.021,-0.1094,0.6437
481,ALPACA,87860300.0,0.6205,141603870.0,26165816.0,-0.0045,-0.1824,-0.1437
482,BZZ,87711580.0,1.75,49983984.0,10746292.0,0.0097,-0.19559999,-0.2151
483,QUICK,87460830.0,267.38,327100.0,20305226.0,-0.0056,-0.1996,-0.183
484,BEL,87265360.0,1.82,48000000.0,132210170.0,-0.0002,-0.3059,-0.2133
485,PRO,87352240.0,1.23,70850410.0,143845.0,0.0004,-0.2087,-0.192
486,MOC,86746420.0,0.2362,367194700.0,50575070.0,-0.0070999996,-0.2773,-0.4002
487,OM,86940560.0,0.2117,410671600.0,104828670.0,0.028199999,-0.103999995,-0.0975
488,NYE,86811400.0,12.24,7090060.0,873719.0,-0.0023999999,-0.1396,-0.1344
489,BEAM,86616250.0,0.8462,102360040.0,128523460.0,-0.0025,-0.19459999,0.2902
490,ATRI,86267220.0,0.09726,886959940.0,3605227.0,0.0215,-0.2131,-0.32279998
491,XNC,86305256.0,1.13,76274960.0,45743.0,-0.0013,-0.0912,-0.074499995
492,BRD,86249120.0,0.9706,88862720.0,24291890.0,0.0233,-0.08,-0.22860001
493,TRB,85256500.0,37.2,2291624.0,48838064.0,0.0002,-0.28190002,-0.3444
494,HARD,85253610.0,0.9053,94166664.0,51586164.0,0.0029,-0.1692,-0.13430001
495,DUSK,84632620.0,0.2209,383163700.0,11144479.0,-0.0128999995,-0.22530001,-0.3089
496,vXVS,84761850.0,0.3777,224433920.0,,-0.0312,-0.17940001,-0.15010001
497,MIX,84377800.0,0.01795,4699943000.0,23185360.0,-0.0029,-0.2915,-0.4375
498,ROOK,83969120.0,135.95,617636.0,2959151.0,0.0081,-0.148,-0.1062
499,AKRO,83263610.0,0.02391,3481910300.0,38529496.0,0.0037,-0.3094,-0.2474
500,PRQ,82797080.0,0.6088,135993490.0,2240481.0,0.0015,-0.1688,-0.1657
501,AQT,82231176.0,3.97,20726978.0,39089276.0,-0.0038,-0.2736,-0.32509997
502,AERGO,81590380.0,0.309,264019890.0,62694820.0,-0.0047999998,-0.2831,-0.24360001
503,MATH,81249820.0,0.7105,114356160.0,1318773.0,-0.0007,-0.121300004,-0.188
504,ADX,81404560.0,0.597,136364660.0,31406468.0,-0.0041,-0.2499,-0.19639999
505,AION,79975680.0,0.1603,498957540.0,26905050.0,-0.0085,-0.3143,-0.3309
506,FIRO,79797096.0,6.31,12640887.0,7950157.0,-0.0021,-0.2544,-0.15529999
507,ZEON,78665700.0,0.002577,30529104000.0,313618.0,0.1389,-0.0095999995,0.044099998
508,ALEPH,78688900.0,0.4365,180261900.0,3843165.0,0.0045,-0.2202,-0.24430001
509,BOR,78444370.0,552.7,141929.0,69978.0,0.0002,-0.19610001,-0.4079
510,NULS,78284620.0,0.7858,99620740.0,429127520.0,-0.019299999,-0.4037,0.4661
511,RAI,77115310.0,3.01,25649140.0,13683908.0,-0.0018000001,-0.001,-0.0050999997
512,UPP,76246024.0,0.166,459429440.0,18769232.0,0.0052,-0.24229999,-0.24209999
513,KAR,76294936.0,4.17,18314792.0,7303552.0,-0.0041,-0.2634,-0.28260002
514,EUM,76466320.0,2.74,27898118.0,388159.0,-0.0219,-0.1767,-0.120900005
515,BOA,75361830.0,0.2482,303595040.0,13767109.0,0.0061000003,-0.11270001,-0.1649
516,REV,75123560.0,0.1196,628210750.0,3080084.0,-0.0128999995,-0.0452,-0.0432
517,BTM,75538520.0,0.04661,1620713500.0,53231650.0,-0.0073,-0.24219999,-0.0172
518,NIF,74587490.0,52.62,1417503.0,2330412.0,-0.0084,-0.056799997,-0.080699995
519,ASM,74374696.0,0.1094,680079740.0,21101044.0,0.0185,-0.2031,-0.3005
520,BLZ,74130930.0,0.2344,316228770.0,25130472.0,0.003,-0.32169998,-0.38889998
521,DMCH,73050450.0,0.3383,215949940.0,70270.0,-0.0004,-0.00059999997,-0.0128999995
522,RFR,72787360.0,0.01456,4999180300.0,15232211.0,-0.0058,-0.24200001,-0.295
523,PNG,72542936.0,1.1,65917000.0,5346732.0,-0.014400001,-0.2383,-0.3252
524,FWT,72384440.0,0.01327,5455459300.0,6608787.0,-0.0046,-0.16870001,-0.2789
525,SUKU,71788730.0,0.6025,119149900.0,14891447.0,-1e-04,-0.20879999,-0.2328
526,FOX,71769384.0,0.6267,114518970.0,5171261.0,-0.0002,-0.21110001,-0.115
527,NRG,71413170.0,1.5,47693680.0,1394815.0,-0.0106,-0.25129998,-0.1381
528,MITH,70586430.0,0.07059,1000000000.0,89011416.0,-0.0015,-0.2867,-0.27899998
529,LDO,69563780.0,2.83,24539272.0,9963257.0,0.0031,-0.1869,-0.2306
530,ADS,69353390.0,3.31,20983604.0,4726518.0,-0.0017,-0.2296,0.1065
531,LON,68955400.0,1.66,41562910.0,10612139.0,-0.001,-0.118599996,-0.021
532,erowan,68166080.0,0.1626,419189200.0,708838.0,0.0019,-0.1607,-0.20709999
533,KEY,67764856.0,0.01339,5059969500.0,49309020.0,0.0058999998,-0.1765,-0.1391
534,QC,67591800.0,0.1469,460000200.0,448534850.0,0.0022,-0.0401,-0.001
535,VID,67116530.0,0.4287,156549650.0,241728.0,0.0121,0.0108,0.0137
536,ELA,67003652.0,3.31,20223740.0,3325848.0,0.0145000005,-0.2242,-0.2754
537,RBN,66600810.0,1.39,47955700.0,16253455.0,0.019,-0.2401,-0.1676
538,FARM,66683536.0,102.3,651813.0,17463434.0,0.0147,-0.1696,-0.2186
539,POSI,65327110.0,4.37,14947772.0,34650116.0,-0.0055,-0.1146,0.012999999
540,DOGEDASH,64864452.0,0.0012,54046884000.0,16804164.0,0.0173,-0.2337,-0.21620001
541,STRONG,64255900.0,464.72,138269.0,16211296.0,0.026500002,-0.0712,0.0099
542,VEGA,63423870.0,8.89,7136308.0,7649066.0,0.0127,-0.1442,-0.24180001
543,KRL,63434868.0,1.68,37834600.0,4505057.0,0.0108,-0.1463,-0.1162
544,MBL,63248056.0,0.009497,6659694600.0,75603784.0,-0.0107,-0.3342,-0.21280001
545,SWP,63050084.0,1.86,33854170.0,158273.0,-0.0106,-0.0943,-0.2956
546,ADAPAD,62749056.0,0.5334,117642376.0,1332504.0,0.0125,-0.0586,-0.094799995
547,PAID,62528976.0,0.7527,83070180.0,1143415.0,0.0575,-0.2274,-0.1807
548,HAI,62499616.0,0.1378,453611970.0,1873998.0,0.0,-0.1744,-0.0515
549,DG,62343450.0,0.4351,143275020.0,736488.0,0.0029,-0.2281,-0.2021
550,GAS,62012252.0,6.12,10128375.0,14456832.0,-0.0064,-0.2425,-0.24219999
551,PKF,62042212.0,1.7,36530108.0,2136263.0,0.0339,-0.1455,-0.1668
552,BMX,62080440.0,0.3574,173717950.0,18177520.0,-0.0349,-0.1099,-0.084300004
553,GRS,61636932.0,0.7808,78942190.0,18352474.0,-0.0107,-0.2548,-0.2013
554,MPL,61588630.0,21.27,2895998.0,1873897.0,-0.0019,-0.1067,-0.0146
555,BCN,61248510.0,0.0003328,184066830000.0,103213.0,-0.0016,-0.1579,-0.071
556,POND,61201692.0,0.08305,736908400.0,51705132.0,0.0004,-0.19629999,-0.2358
557,MET,61006756.0,4.9,12451294.0,138523.0,-0.0007,-0.16540001,-0.0759
558,DGD,60849424.0,752.48,80866.0,80684.0,0.0014,-0.1478,-0.0589
559,FLM,60414250.0,0.4028,150000000.0,57799584.0,-0.0015,-0.2919,-0.2841
560,REVV,60447704.0,0.2172,278270660.0,4422238.0,0.009,-0.1973,-0.3233
561,PAC,60340484.0,0.003821,15792604000.0,425908.0,-0.0557,-0.18120001,-0.1993
562,QI,59534390.0,0.1828,325692000.0,73066650.0,-0.0147,-0.2511,-0.17950001
563,DOCK,59312050.0,0.08038,737863900.0,80737130.0,0.0195,-0.19600001,-0.1289
564,WOZX,58397800.0,0.3738,156246350.0,5891381.0,-0.0159,-0.139,-0.16280001
565,GZONE,58809224.0,0.9205,63890304.0,3263796.0,-0.0004,-0.010199999,-0.0032
566,EDG,58334612.0,0.009881,5903707600.0,4335910.0,-0.0058999998,-0.1438,-0.2724
567,VBIT,58213012.0,0.04848,1200806900.0,54780.0,-0.0619,-0.1436,-0.094
568,DEGO,57900584.0,6.73,8607383.0,42495320.0,-0.0235,-0.2983,-0.32849997
569,DEXE,57967600.0,16.58,3496641.0,83123860.0,0.026800001,0.158,0.0921
570,ZASH,57928892.0,0.03642,1590616000.0,6217.0,-0.00090000004,-0.3169,-0.0028
571,MARO,57797144.0,0.1157,499363940.0,31405884.0,0.0087,-0.1441,-0.0467
572,XOR,57734010.0,143.36,402734.0,2031277.0,-0.0007,-0.1516,-0.121700004
573,FRONT,57581304.0,0.7741,74387500.0,28044080.0,-0.004,-0.2387,-0.216
574,BEPRO,57348744.0,0.008477,6764991000.0,7649235.0,-0.0335,-0.3388,0.038399998
575,RDD,57261500.0,0.001884,30397274000.0,314494.0,-0.0016,-0.1732,-0.2595
576,MWC,57082036.0,5.29,10797417.0,181337.0,0.013099999,-0.0975,-0.2909
577,vBUSD,57099340.0,0.02119,2694770400.0,,-0.0015,-0.0016,-0.0017
578,SAITO,56455770.0,0.05299,1065408600.0,5334818.0,-0.0107,-0.28030002,-0.001
579,VEMP,56481236.0,0.3252,173684290.0,11643944.0,-0.0511,-0.28190002,-0.29659998
580,XTM,56291310.0,1.32,42574180.0,9763268.0,-0.010299999,-0.2743,-0.2616
581,VRSC,56356496.0,0.8588,65620800.0,128078.0,-0.016,-0.2075,-0.1148
582,CGG,56016396.0,1.58,35373010.0,6677648.0,-0.0057,-0.2471,-0.3009
583,LA,55784588.0,0.1468,380104450.0,26098.0,0.0038,-0.1299,-0.0517
584,AUCTION,55740480.0,26.75,2083956.0,60627588.0,-0.0036000002,-0.2568,-0.1775
585,BTU,55554976.0,0.6138,90514216.0,14436.0,1e-04,-0.093,-0.1153
586,PNK,55190428.0,0.08928,618184300.0,1764127.0,-0.0011,-0.1364,-0.1863
